round,accuracy,count
1,0.0954899221712233,9
2,0.10067850728397526,9
3,0.09858311714228697,5
4,0.0994811414887248,8
5,0.09858311714228697,10
6,0.11364997006585512,9
7,0.11125523847535422,7
8,0.14797445619636798,6
9,0.09928158052284973,6
10,0.12093394532029535,5
11,0.09698662941528637,7
12,0.10007982438635003,6
13,0.1312113350628617,6
14,0.17850728397525445,9
15,0.17471562562362802,10
16,0.13410496906805028,5
17,0.16743165036918778,9
18,0.14518060267411695,6
19,0.19776491718219916,5
20,0.18838555178607064,7
21,0.2039513071243265,8
22,0.16912791857912593,7
23,0.16513669926162441,7
24,0.21402913590101777,8
25,0.16822989423268808,5
26,0.23428457393733787,8
27,0.24925164637796848,6
28,0.22520454999002196,9
29,0.20225503891438834,8
30,0.19556974655757334,8
31,0.250648573139094,8
32,0.20365196567551386,8
33,0.22590301337058472,7
34,0.20325284374376373,9
35,0.2938535222510477,9
36,0.2733985232488525,8
37,0.24047096387946518,7
38,0.23967272001596487,5
39,0.2378766713230892,6
40,0.23937337856715227,8
41,0.22410696467770905,6
42,0.23957293953302733,8
43,0.30921971662342845,8
44,0.2544402314907204,8
45,0.22650169626820993,6
46,0.27878666932747953,11
47,0.2746956695270405,10
48,0.28437437637198165,9
49,0.25593693873478346,10
50,0.26092596288166037,8
51,0.3170025942925564,11
52,0.25833167032528437,8
53,0.2772899620834165,6
54,0.2514468170025943,9
55,0.28527240071841947,5
56,0.3171023747754939,8
57,0.36100578726801036,7
58,0.30782278986230294,8
59,0.29954100977848735,9
60,0.3125124725603672,8
61,0.3384553981241269,8
62,0.29724605867092396,5
63,0.3175014967072441,6
64,0.3411494711634404,8
65,0.2861704250648573,9
66,0.38964278587108364,8
67,0.3283775693474356,9
68,0.3325683496308122,9
69,0.35940929954100975,7
70,0.2658152065455997,6
71,0.3258830572739972,9
72,0.3506286170425065,7
73,0.3512272999401317,9
74,0.37776890840151667,6
75,0.3514268609060068,9
76,0.3805627619237677,8
77,0.3735781281181401,7
78,0.33157054480143683,9
79,0.3501297146278188,5
80,0.3472360806226302,8
81,0.28527240071841947,7
82,0.4063061265216524,5
83,0.3509279584913191,5
84,0.33216922769906204,7
85,0.389343444422271,7
86,0.3188984234683696,5
87,0.2632209139892237,5
88,0.3196966673318699,7
89,0.31879864298543203,8
90,0.3430453003392536,9
91,0.40121732189183795,5
92,0.38774695669527043,11
93,0.34603871482737975,6
94,0.34444222710037914,9
95,0.33715825184593895,4
96,0.38644981041708243,9
97,0.396028736779086,8
98,0.37647176212332867,10
99,0.4064059070045899,9
100,0.3811614448213929,8
101,0.4064059070045899,6
102,0.35930951905807224,6
103,0.3624027140291359,5
104,0.3272799840351227,6
105,0.4220714428257833,10
106,0.4095988824585911,9
107,0.4341448812612253,14
108,0.37667132308920376,5
109,0.3443424466174416,7
110,0.3578128118140092,6
111,0.3504290560766314,4
112,0.4329475154659749,9
113,0.40331271203352625,8
114,0.40061863899421274,7
115,0.3927359808421473,5
116,0.3914388345639593,7
117,0.39004190780283376,6
118,0.3925364198762722,6
119,0.394731590500898,10
120,0.36130512871682297,7
121,0.4301536619437238,9
122,0.3783675912991419,7
123,0.40999800439034123,8
124,0.4185791259229695,6
125,0.421472759928158,9
126,0.3946318100179605,8
127,0.37557373777689085,6
128,0.4216723208940331,7
129,0.39074037118339655,6
130,0.4375374176811016,8
131,0.38774695669527043,6
132,0.3010377170225504,4
133,0.3981241269207743,6
134,0.4336459788465376,10
135,0.4082019556974656,5
136,0.4236679305527839,5
137,0.3804629814408302,5
138,0.40041907802833765,8
139,0.39103971263220916,8
140,0.4432249052085412,8
141,0.3955298343643983,7
142,0.4314508082219118,7
143,0.4520055877070445,9
144,0.44003192975454003,6
145,0.41718219916184396,8
146,0.3933346637397725,6
147,0.4237677110357214,7
148,0.4104969068050289,6
149,0.4379365396128517,7
150,0.39133905408102176,6
151,0.4201756136499701,11
152,0.42436639393334663,7
153,0.45350229495110755,10
154,0.4605867092396727,8
155,0.42716024745559766,5
156,0.3850528836559569,6
157,0.41239273598084214,7
158,0.433346637397725,8
159,0.46797046497705047,8
160,0.46886848932348835,11
161,0.44362402714029137,7
162,0.41578527240071844,4
163,0.4042107363799641,4
164,0.4471163440431052,7
165,0.45270405108760725,7
166,0.46787068449411295,10
167,0.4636799042107364,7
168,0.44382358810616646,7
169,0.4096986629415286,5
170,0.441329076032728,5
171,0.3402514468170026,5
172,0.43025344242666136,6
173,0.43873478347635203,7
174,0.42815805228497306,10
175,0.46787068449411295,6
176,0.4468170025942926,5
177,0.45719417281979646,7
178,0.38575134703651964,9
179,0.4469167830772301,8
180,0.42835761325084815,7
181,0.424067052484534,6
182,0.4708640989822391,11
183,0.4562961484733586,7
184,0.38834563959289564,5
185,0.44083017361804033,11
186,0.48074236679305526,10
187,0.4845340251446817,6
188,0.4338455398124127,6
189,0.4397325883057274,3
190,0.43983236878866494,7
191,0.4874276591498703,8
192,0.45529834364398325,8
193,0.4490121732189184,7
194,0.4365396128517262,8
195,0.37238076232288964,4
196,0.42666134504091,6
197,0.40071841947715026,5
198,0.4105966872879665,7
199,0.4624825384154859,6
200,0.4591897824785472,10
201,0.46577529435242465,8
202,0.44352424665735385,5
203,0.43055278387547397,6
204,0.42965475952903615,6
205,0.4515066852923568,7
206,0.42676112552384754,8
207,0.44162841748154064,7
208,0.4586908800638595,5
209,0.46817002594292556,8
210,0.4202753941329076,7
211,0.46567551386948713,7
212,0.4859309519058072,7
213,0.3869487128317701,7
214,0.323987228098184,3
215,0.46647375773298744,6
216,0.4347435641588505,6
217,0.48084214727599284,8
218,0.4739572939533027,8
219,0.4712632209139892,9
220,0.39882259030133704,8
221,0.460087806824985,7
222,0.4781480742366793,9
223,0.46657353821592495,6
224,0.4869287567351826,8
225,0.3984234683695869,6
226,0.41289163839552984,7
227,0.422769906206346,8
228,0.45509878267810816,7
229,0.4775493913390541,9
230,0.42466573538215924,5
231,0.49321492716024745,11
232,0.45140690480941925,8
233,0.46777090401117544,6
234,0.4906206346038715,9
235,0.44102973458391537,8
236,0.42885651566553584,4
237,0.476052684094991,5
238,0.47924565954899223,8
239,0.4856316104569946,5
240,0.4893234883256835,6
241,0.4832368788664937,7
242,0.4847335861105568,6
243,0.4982039513071243,8
244,0.473458391538615,8
245,0.4876272201157454,10
246,0.46228297744961083,5
247,0.4612851726202355,8
248,0.4062063460387148,5
249,0.49052085412093394,8
250,0.4991019756535622,6
251,0.4778487327878667,4
252,0.4714627818798643,5
253,0.3940331271203353,6
254,0.4821392935541808,6
255,0.45559768509279586,7
256,0.4898223907403712,10
257,0.45450009978048295,8
258,0.4867291957693075,12
259,0.49580921971662345,6
260,0.44092995410097785,4
261,0.4742566354021153,7
262,0.46567551386948713,6
263,0.49481141488724806,9
264,0.462682099381361,5
265,0.5022949511075634,6
266,0.48353622031530635,7
267,0.4741568549191778,8
268,0.4183795649570944,5
269,0.4856316104569946,8
270,0.4984035122729994,8
271,0.49431251247256036,9
272,0.43155058870484936,5
273,0.4634803432448613,5
274,0.4735581720215526,4
275,0.48283775693474357,10
276,0.4988026342047496,12
277,0.501496707244063,9
278,0.47645180602674114,7
279,0.45100778287766913,7
280,0.3923368589103971,3
281,0.4619836360007982,6
282,0.4722610257433646,7
283,0.4885252444621832,6
284,0.49271602474555976,5
285,0.4842346836958691,6
286,0.44023149072041506,6
287,0.4858311714228697,9
288,0.49371382957493515,5
289,0.4981041708241868,8
290,0.49002195170624624,9
291,0.449311514667731,7
292,0.49211734184793454,9
293,0.5067850728397525,9
294,0.5054879265615646,6
295,0.45330273398523246,8
296,0.4570943923368589,7
297,0.4594891239273598,4
298,0.5011973657952504,8
299,0.5062861704250649,8
300,0.463979245659549,4
301,0.47774895230492914,11
302,0.48463380562761926,7
303,0.44362402714029137,5
304,0.49690680502893636,9
305,0.4617840750349232,7
306,0.5150668529235681,9
307,0.43903412492516464,5
308,0.4848333665934943,9
309,0.49720614647774897,7
310,0.4952105368189982,11
