dv - | INFO flwr 2024-11-09 16:34:39,518 | server_app.py:101 | file writing: True
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:102 | running in fed_equal
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:103 | min num clients 2
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:104 | num server rounds 200
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:105 | config num local epochs 5
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:106 | advanced logging False
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:107 | partition: dirichlet
dv - | INFO flwr 2024-11-09 16:34:39,519 | server_app.py:108 | fraction: 4
dv - | INFO flwr 2024-11-09 16:34:39,519 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-11-09 16:34:39,519 | app.py:79 | 
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:92 | [INIT]
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:112 | 
dv - | INFO flwr 2024-11-09 16:34:39,519 | server.py:113 | [ROUND 1]
dv - | DEBUG flwr 2024-11-09 16:34:39,520 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 16:34:39,520 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 26 and round 13
dv - | INFO flwr 2024-11-09 16:34:39,520 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | DEBUG flwr 2024-11-09 16:34:42,719 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-11-09 16:34:42,720 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-11-09 16:34:47,620 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:47,623 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:51,244 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:51,244 | fed_custom.py:294 | aggregated accuracy: 0.10230102599860544
dv - | INFO flwr 2024-11-09 16:34:51,244 | server.py:112 | 
dv - | INFO flwr 2024-11-09 16:34:51,244 | server.py:113 | [ROUND 2]
dv - | DEBUG flwr 2024-11-09 16:34:51,245 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 16:34:51,245 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 26 and round 13
dv - | INFO flwr 2024-11-09 16:34:51,245 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:51,850 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:51,852 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:52,469 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:52,469 | fed_custom.py:294 | aggregated accuracy: 0.13248331507122224
dv - | INFO flwr 2024-11-09 16:34:52,469 | server.py:112 | 
dv - | INFO flwr 2024-11-09 16:34:52,469 | server.py:113 | [ROUND 3]
dv - | DEBUG flwr 2024-11-09 16:34:52,469 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 16:34:52,469 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 16:34:52,469 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:53,073 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:53,075 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:53,759 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:53,760 | fed_custom.py:294 | aggregated accuracy: 0.10489092539097519
dv - | INFO flwr 2024-11-09 16:34:53,760 | server.py:112 | 
dv - | INFO flwr 2024-11-09 16:34:53,760 | server.py:113 | [ROUND 4]
dv - | DEBUG flwr 2024-11-09 16:34:53,760 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 16:34:53,760 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 16:34:53,760 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:55,066 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:55,068 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:55,883 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:55,883 | fed_custom.py:294 | aggregated accuracy: 0.09961151509114453
dv - | INFO flwr 2024-11-09 16:34:55,883 | server.py:112 | 
dv - | INFO flwr 2024-11-09 16:34:55,883 | server.py:113 | [ROUND 5]
dv - | DEBUG flwr 2024-11-09 16:34:55,883 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 16:34:55,884 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 38 and round 19
dv - | INFO flwr 2024-11-09 16:34:55,884 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | INFO flwr 2024-11-09 16:34:56,688 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-09 16:34:56,692 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
