dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:99 | file writing: True
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:100 | running in fed_trim
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:101 | min num clients 2
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:102 | num server rounds 200
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:103 | config num local epochs 10
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:104 | advanced logging False
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:105 | partition: dirichlet
dv - | INFO flwr 2024-10-27 20:18:38,516 | server_app.py:106 | fraction: 16
dv - | INFO flwr 2024-10-27 20:18:38,516 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-10-27 20:18:38,516 | app.py:79 | 
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:112 | 
dv - | INFO flwr 2024-10-27 20:18:38,517 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-27 20:18:38,518 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 400)
dv - | DEBUG flwr 2024-10-27 20:18:41,697 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-10-27 20:18:41,697 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-27 20:18:46,660 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-27 20:18:46,669 | fed_trim.py:79 | Aggregated with trimmed mean. Trimmed count: 24, Original count: 26
dv - | INFO flwr 2024-10-27 20:18:46,669 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 400)
dv - | INFO flwr 2024-10-27 20:18:46,874 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-27 20:18:46,874 | fed_custom.py:232 | aggregated accuracy: 0.10720268006700168
dv - | INFO flwr 2024-10-27 20:18:46,874 | server.py:112 | 
dv - | INFO flwr 2024-10-27 20:18:46,874 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-27 20:18:46,874 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 400)
dv - | INFO flwr 2024-10-27 20:18:47,896 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-27 20:18:47,903 | fed_trim.py:79 | Aggregated with trimmed mean. Trimmed count: 24, Original count: 26
dv - | INFO flwr 2024-10-27 20:18:47,903 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 400)
dv - | INFO flwr 2024-10-27 20:18:48,116 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-27 20:18:48,116 | fed_custom.py:232 | aggregated accuracy: 0.05621301775147929
dv - | INFO flwr 2024-10-27 20:18:48,117 | server.py:112 | 
dv - | INFO flwr 2024-10-27 20:18:48,117 | server.py:113 | [ROUND 3]
dv - | INFO flwr 2024-10-27 20:18:48,117 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 400)
dv - | INFO flwr 2024-10-27 20:18:49,137 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-27 20:18:49,144 | fed_trim.py:79 | Aggregated with trimmed mean. Trimmed count: 22, Original count: 24
