dv - | INFO flwr 2024-10-14 00:48:47,547 | server_app.py:86 | file writing: True
dv - | INFO flwr 2024-10-14 00:48:47,548 | server_app.py:87 | running in fedavg
dv - | INFO flwr 2024-10-14 00:48:47,548 | server_app.py:88 | min num clients 2
dv - | INFO flwr 2024-10-14 00:48:47,549 | server_app.py:89 | num server rounds 200
dv - | INFO flwr 2024-10-14 00:48:47,549 | server_app.py:90 | config num local epochs 1
dv - | INFO flwr 2024-10-14 00:48:47,549 | server_app.py:91 | advanced logging False
dv - | INFO flwr 2024-10-14 00:48:47,550 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-10-14 00:48:47,554 | app.py:79 | 
dv - | INFO flwr 2024-10-14 00:48:47,556 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-14 00:48:47,556 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-14 00:48:47,556 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-14 00:48:47,557 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-14 00:48:47,557 | server.py:112 | 
dv - | INFO flwr 2024-10-14 00:48:47,557 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-14 00:48:47,558 | server.py:226 | configure_fit: strategy sampled 51 clients (out of 100)
dv - | DEBUG flwr 2024-10-14 00:48:56,298 | raybackend.py:141 | Constructed ActorPool with: 6 actors
dv - | DEBUG flwr 2024-10-14 00:48:56,298 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-14 00:49:23,350 | server.py:240 | aggregate_fit: received 51 results and 0 failures
dv - | WARNING flwr 2024-10-14 00:49:23,395 | federal_avg.py:56 | No fit_metrics_aggregation_fn provided
dv - | INFO flwr 2024-10-14 00:49:23,395 | server.py:178 | configure_evaluate: strategy sampled 51 clients (out of 100)
dv - | INFO flwr 2024-10-14 00:49:27,417 | server.py:192 | aggregate_evaluate: received 51 results and 0 failures
dv - | INFO flwr 2024-10-14 00:49:27,417 | fed_custom.py:236 | aggregated accuracy: 0.11417866298560442
dv - | INFO flwr 2024-10-14 00:49:27,417 | server.py:112 | 
dv - | INFO flwr 2024-10-14 00:49:27,417 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-14 00:49:27,417 | server.py:226 | configure_fit: strategy sampled 52 clients (out of 100)
dv - | INFO flwr 2024-10-14 00:49:45,484 | server.py:240 | aggregate_fit: received 52 results and 0 failures
dv - | INFO flwr 2024-10-14 00:49:45,528 | server.py:178 | configure_evaluate: strategy sampled 52 clients (out of 100)
dv - | INFO flwr 2024-10-14 00:49:49,550 | server.py:192 | aggregate_evaluate: received 52 results and 0 failures
dv - | INFO flwr 2024-10-14 00:49:49,552 | fed_custom.py:236 | aggregated accuracy: 0.1021555763823805
