dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:88 | file writing: True
dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:89 | running in fed_acc
dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:90 | min num clients 2
dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:91 | num server rounds 800
dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:92 | config num local epochs 1
dv - | INFO flwr 2024-10-16 09:01:55,170 | server_app.py:93 | advanced logging False
dv - | INFO flwr 2024-10-16 09:01:55,170 | app.py:74 | Starting Flower ServerApp, config: num_rounds=800, no round_timeout
dv - | INFO flwr 2024-10-16 09:01:55,170 | app.py:79 | 
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-16 09:01:55,171 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | DEBUG flwr 2024-10-16 09:01:59,188 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-10-16 09:01:59,188 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-16 09:02:09,796 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:09,805 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:10,115 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:10,115 | fed_custom.py:227 | aggregated accuracy: 0.1220811142974191
dv - | INFO flwr 2024-10-16 09:02:10,116 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:10,116 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-16 09:02:10,116 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:11,533 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:11,539 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:11,750 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:11,751 | fed_custom.py:227 | aggregated accuracy: 0.11016125898581698
dv - | INFO flwr 2024-10-16 09:02:11,751 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:11,751 | server.py:113 | [ROUND 3]
dv - | INFO flwr 2024-10-16 09:02:11,751 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:13,068 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:13,075 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:13,284 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:13,284 | fed_custom.py:227 | aggregated accuracy: 0.13190877337168688
dv - | INFO flwr 2024-10-16 09:02:13,284 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:13,284 | server.py:113 | [ROUND 4]
dv - | INFO flwr 2024-10-16 09:02:13,284 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:14,622 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:14,628 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:14,840 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:14,840 | fed_custom.py:227 | aggregated accuracy: 0.13353057199211046
dv - | INFO flwr 2024-10-16 09:02:14,840 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:14,840 | server.py:113 | [ROUND 5]
dv - | INFO flwr 2024-10-16 09:02:14,841 | server.py:226 | configure_fit: strategy sampled 38 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:16,671 | server.py:240 | aggregate_fit: received 38 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:16,683 | server.py:178 | configure_evaluate: strategy sampled 38 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:17,092 | server.py:192 | aggregate_evaluate: received 38 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:17,092 | fed_custom.py:227 | aggregated accuracy: 0.14593334247702647
dv - | INFO flwr 2024-10-16 09:02:17,092 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:17,092 | server.py:113 | [ROUND 6]
dv - | INFO flwr 2024-10-16 09:02:17,092 | server.py:226 | configure_fit: strategy sampled 30 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:18,817 | server.py:240 | aggregate_fit: received 30 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:18,826 | server.py:178 | configure_evaluate: strategy sampled 30 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:19,231 | server.py:192 | aggregate_evaluate: received 30 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:19,231 | fed_custom.py:227 | aggregated accuracy: 0.1442942470921094
dv - | INFO flwr 2024-10-16 09:02:19,231 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:19,231 | server.py:113 | [ROUND 7]
dv - | INFO flwr 2024-10-16 09:02:19,231 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:20,564 | server.py:240 | aggregate_fit: received 26 results and 0 failures
