dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:88 | file writing: True
dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:89 | running in fedavg
dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:90 | min num clients 2
dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:91 | num server rounds 800
dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:92 | config num local epochs 1
dv - | INFO flwr 2024-10-16 09:01:55,174 | server_app.py:93 | advanced logging False
dv - | INFO flwr 2024-10-16 09:01:55,174 | app.py:74 | Starting Flower ServerApp, config: num_rounds=800, no round_timeout
dv - | INFO flwr 2024-10-16 09:01:55,175 | app.py:79 | 
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-16 09:01:55,175 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | DEBUG flwr 2024-10-16 09:01:58,841 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-10-16 09:01:58,841 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-16 09:02:09,857 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | WARNING flwr 2024-10-16 09:02:09,863 | federal_avg.py:57 | No fit_metrics_aggregation_fn provided
dv - | INFO flwr 2024-10-16 09:02:09,863 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:10,172 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:10,172 | fed_custom.py:227 | aggregated accuracy: 0.08827506277767047
dv - | INFO flwr 2024-10-16 09:02:10,172 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:10,172 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-16 09:02:10,172 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:11,591 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:11,597 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:11,907 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:11,907 | fed_custom.py:227 | aggregated accuracy: 0.09171541800339687
dv - | INFO flwr 2024-10-16 09:02:11,907 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:11,907 | server.py:113 | [ROUND 3]
dv - | INFO flwr 2024-10-16 09:02:11,908 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:13,234 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:13,240 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 09:02:13,451 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 09:02:13,451 | fed_custom.py:227 | aggregated accuracy: 0.14766355140186915
dv - | INFO flwr 2024-10-16 09:02:13,451 | server.py:112 | 
dv - | INFO flwr 2024-10-16 09:02:13,451 | server.py:113 | [ROUND 4]
