dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:101 | file writing: True
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:102 | running in fed_loss
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:103 | min num clients 2
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:104 | num server rounds 200
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:105 | config num local epochs 5
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:106 | advanced logging False
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:107 | partition: dirichlet
dv - | INFO flwr 2024-11-10 15:14:45,763 | server_app.py:108 | fraction: 2
dv - | INFO flwr 2024-11-10 15:14:45,763 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-11-10 15:14:45,764 | app.py:79 | 
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:92 | [INIT]
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:113 | [ROUND 1]
dv - | DEBUG flwr 2024-11-10 15:14:45,764 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:14:45,764 | fed_custom.py:200 | configure_fit: strategy returns 14 out of range 51 and round 25
dv - | INFO flwr 2024-11-10 15:14:45,764 | server.py:226 | configure_fit: strategy sampled 14 clients (out of 100)
dv - | DEBUG flwr 2024-11-10 15:14:47,969 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-11-10 15:14:47,969 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-11-10 15:14:53,086 | server.py:240 | aggregate_fit: received 14 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:53,091 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:53,714 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:53,715 | fed_custom.py:294 | aggregated accuracy: 0.09881462297041538
dv - | INFO flwr 2024-11-10 15:14:53,715 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:14:53,715 | server.py:113 | [ROUND 2]
dv - | DEBUG flwr 2024-11-10 15:14:53,715 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:14:53,715 | fed_custom.py:200 | configure_fit: strategy returns 16 out of range 52 and round 26
dv - | INFO flwr 2024-11-10 15:14:53,715 | server.py:226 | configure_fit: strategy sampled 16 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:55,030 | server.py:240 | aggregate_fit: received 16 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:55,036 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:55,657 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:55,657 | fed_custom.py:294 | aggregated accuracy: 0.10090646478732941
dv - | INFO flwr 2024-11-10 15:14:55,657 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:14:55,658 | server.py:113 | [ROUND 3]
dv - | DEBUG flwr 2024-11-10 15:14:55,658 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:14:55,658 | fed_custom.py:200 | configure_fit: strategy returns 12 out of range 48 and round 24
dv - | INFO flwr 2024-11-10 15:14:55,658 | server.py:226 | configure_fit: strategy sampled 12 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:56,764 | server.py:240 | aggregate_fit: received 12 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:56,768 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:57,586 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:57,586 | fed_custom.py:294 | aggregated accuracy: 0.10080685327223828
dv - | INFO flwr 2024-11-10 15:14:57,586 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:14:57,586 | server.py:113 | [ROUND 4]
dv - | DEBUG flwr 2024-11-10 15:14:57,586 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:14:57,586 | fed_custom.py:200 | configure_fit: strategy returns 11 out of range 49 and round 24
dv - | INFO flwr 2024-11-10 15:14:57,586 | server.py:226 | configure_fit: strategy sampled 11 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:58,492 | server.py:240 | aggregate_fit: received 11 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:58,496 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:14:59,309 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:14:59,309 | fed_custom.py:294 | aggregated accuracy: 0.10080685327223828
dv - | INFO flwr 2024-11-10 15:14:59,309 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:14:59,309 | server.py:113 | [ROUND 5]
dv - | DEBUG flwr 2024-11-10 15:14:59,310 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:14:59,310 | fed_custom.py:200 | configure_fit: strategy returns 23 out of range 69 and round 34
dv - | INFO flwr 2024-11-10 15:14:59,310 | server.py:226 | configure_fit: strategy sampled 23 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:15:01,036 | server.py:240 | aggregate_fit: received 23 results and 0 failures
dv - | INFO flwr 2024-11-10 15:15:01,043 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:15:01,853 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:15:01,854 | fed_custom.py:294 | aggregated accuracy: 0.10359597569479032
dv - | INFO flwr 2024-11-10 15:15:01,854 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:15:01,854 | server.py:113 | [ROUND 6]
dv - | DEBUG flwr 2024-11-10 15:15:01,854 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-10 15:15:01,854 | fed_custom.py:200 | configure_fit: strategy returns 14 out of range 57 and round 28
dv - | INFO flwr 2024-11-10 15:15:01,854 | server.py:226 | configure_fit: strategy sampled 14 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:15:03,187 | server.py:240 | aggregate_fit: received 14 results and 0 failures
dv - | INFO flwr 2024-11-10 15:15:03,192 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-10 15:15:03,813 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-10 15:15:03,814 | fed_custom.py:294 | aggregated accuracy: 0.10190257993824087
dv - | INFO flwr 2024-11-10 15:15:03,814 | server.py:112 | 
dv - | INFO flwr 2024-11-10 15:15:03,814 | server.py:113 | [ROUND 7]
dv - | DEBUG flwr 2024-11-10 15:15:03,814 | fed_custom.py:174 | SMART sample
