dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:101 | file writing: True
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:102 | running in fed_freq
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:103 | min num clients 2
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:104 | num server rounds 200
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:105 | config num local epochs 5
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:106 | advanced logging False
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:107 | partition: dirichlet
dv - | INFO flwr 2024-11-09 14:19:37,471 | server_app.py:108 | fraction: 4
dv - | INFO flwr 2024-11-09 14:19:37,471 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-11-09 14:19:37,471 | app.py:79 | 
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:92 | [INIT]
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:113 | [ROUND 1]
dv - | DEBUG flwr 2024-11-09 14:19:37,472 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:37,472 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 26 and round 13
dv - | INFO flwr 2024-11-09 14:19:37,472 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | DEBUG flwr 2024-11-09 14:19:39,655 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-11-09 14:19:39,655 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-11-09 14:19:44,755 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:44,759 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:48,676 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:48,677 | fed_custom.py:294 | aggregated accuracy: 0.09602550054786334
dv - | INFO flwr 2024-11-09 14:19:48,677 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:48,677 | server.py:113 | [ROUND 2]
dv - | DEBUG flwr 2024-11-09 14:19:48,677 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:48,677 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 26 and round 13
dv - | INFO flwr 2024-11-09 14:19:48,677 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:49,482 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:49,485 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:50,103 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:50,103 | fed_custom.py:294 | aggregated accuracy: 0.10837732841916525
dv - | INFO flwr 2024-11-09 14:19:50,103 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:50,103 | server.py:113 | [ROUND 3]
dv - | DEBUG flwr 2024-11-09 14:19:50,103 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:50,103 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 14:19:50,103 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:50,780 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:50,782 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:51,602 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:51,602 | fed_custom.py:294 | aggregated accuracy: 0.10439286781551947
dv - | INFO flwr 2024-11-09 14:19:51,602 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:51,602 | server.py:113 | [ROUND 4]
dv - | DEBUG flwr 2024-11-09 14:19:51,603 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:51,603 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 14:19:51,603 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:52,405 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:52,408 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:53,221 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:53,221 | fed_custom.py:294 | aggregated accuracy: 0.10439286781551947
dv - | INFO flwr 2024-11-09 14:19:53,221 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:53,221 | server.py:113 | [ROUND 5]
dv - | DEBUG flwr 2024-11-09 14:19:53,221 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:53,221 | fed_custom.py:200 | configure_fit: strategy returns 11 out of range 38 and round 19
dv - | INFO flwr 2024-11-09 14:19:53,221 | server.py:226 | configure_fit: strategy sampled 11 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:54,327 | server.py:240 | aggregate_fit: received 11 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:54,331 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:55,146 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:55,146 | fed_custom.py:294 | aggregated accuracy: 0.10439286781551947
dv - | INFO flwr 2024-11-09 14:19:55,146 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:55,147 | server.py:113 | [ROUND 6]
dv - | DEBUG flwr 2024-11-09 14:19:55,147 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:55,147 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 30 and round 15
dv - | INFO flwr 2024-11-09 14:19:55,147 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:56,150 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:56,153 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:56,971 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:56,971 | fed_custom.py:294 | aggregated accuracy: 0.09911345751568881
dv - | INFO flwr 2024-11-09 14:19:56,971 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:56,971 | server.py:113 | [ROUND 7]
dv - | DEBUG flwr 2024-11-09 14:19:56,972 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:56,972 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 26 and round 13
dv - | INFO flwr 2024-11-09 14:19:56,972 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:57,675 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:57,677 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:58,491 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:58,491 | fed_custom.py:294 | aggregated accuracy: 0.10439286781551947
dv - | INFO flwr 2024-11-09 14:19:58,491 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:19:58,491 | server.py:113 | [ROUND 8]
dv - | DEBUG flwr 2024-11-09 14:19:58,491 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:19:58,491 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 16 and round 8
dv - | INFO flwr 2024-11-09 14:19:58,491 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:19:59,194 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 14:19:59,197 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:00,011 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:00,011 | fed_custom.py:294 | aggregated accuracy: 0.11784042235282399
dv - | INFO flwr 2024-11-09 14:20:00,011 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:00,011 | server.py:113 | [ROUND 9]
dv - | DEBUG flwr 2024-11-09 14:20:00,012 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:00,012 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 14:20:00,012 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:00,815 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:00,817 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:01,631 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:01,631 | fed_custom.py:294 | aggregated accuracy: 0.10439286781551947
dv - | INFO flwr 2024-11-09 14:20:01,631 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:01,631 | server.py:113 | [ROUND 10]
dv - | DEBUG flwr 2024-11-09 14:20:01,631 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:01,631 | fed_custom.py:200 | configure_fit: strategy returns 7 out of range 18 and round 9
dv - | INFO flwr 2024-11-09 14:20:01,631 | server.py:226 | configure_fit: strategy sampled 7 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:02,336 | server.py:240 | aggregate_fit: received 7 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:02,339 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:03,155 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:03,156 | fed_custom.py:294 | aggregated accuracy: 0.14951688415180794
dv - | INFO flwr 2024-11-09 14:20:03,156 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:03,156 | server.py:113 | [ROUND 11]
dv - | DEBUG flwr 2024-11-09 14:20:03,156 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:03,156 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 25 and round 12
dv - | INFO flwr 2024-11-09 14:20:03,156 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:03,858 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:03,861 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:04,675 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:04,675 | fed_custom.py:294 | aggregated accuracy: 0.13656738718995917
dv - | INFO flwr 2024-11-09 14:20:04,675 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:04,675 | server.py:113 | [ROUND 12]
dv - | DEBUG flwr 2024-11-09 14:20:04,676 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:04,676 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 21 and round 10
dv - | INFO flwr 2024-11-09 14:20:04,676 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:05,279 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:05,281 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:06,095 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:06,095 | fed_custom.py:294 | aggregated accuracy: 0.1824882956469768
dv - | INFO flwr 2024-11-09 14:20:06,095 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:06,095 | server.py:113 | [ROUND 13]
dv - | DEBUG flwr 2024-11-09 14:20:06,095 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:06,095 | fed_custom.py:200 | configure_fit: strategy returns 6 out of range 24 and round 12
dv - | INFO flwr 2024-11-09 14:20:06,095 | server.py:226 | configure_fit: strategy sampled 6 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:06,699 | server.py:240 | aggregate_fit: received 6 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:06,701 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:07,518 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:07,519 | fed_custom.py:294 | aggregated accuracy: 0.1693395756549457
dv - | INFO flwr 2024-11-09 14:20:07,519 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:07,519 | server.py:113 | [ROUND 14]
dv - | DEBUG flwr 2024-11-09 14:20:07,519 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:07,519 | fed_custom.py:200 | configure_fit: strategy returns 10 out of range 27 and round 13
dv - | INFO flwr 2024-11-09 14:20:07,519 | server.py:226 | configure_fit: strategy sampled 10 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:08,424 | server.py:240 | aggregate_fit: received 10 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:08,428 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:09,241 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:09,241 | fed_custom.py:294 | aggregated accuracy: 0.13477437991831856
dv - | INFO flwr 2024-11-09 14:20:09,241 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:09,241 | server.py:113 | [ROUND 15]
dv - | DEBUG flwr 2024-11-09 14:20:09,241 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:09,241 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 35 and round 17
dv - | INFO flwr 2024-11-09 14:20:09,241 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:09,946 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:09,949 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:10,763 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:10,764 | fed_custom.py:294 | aggregated accuracy: 0.17153102898695088
dv - | INFO flwr 2024-11-09 14:20:10,764 | server.py:112 | 
dv - | INFO flwr 2024-11-09 14:20:10,764 | server.py:113 | [ROUND 16]
dv - | DEBUG flwr 2024-11-09 14:20:10,764 | fed_custom.py:174 | SMART sample
dv - | INFO flwr 2024-11-09 14:20:10,764 | fed_custom.py:200 | configure_fit: strategy returns 4 out of range 23 and round 11
dv - | INFO flwr 2024-11-09 14:20:10,764 | server.py:226 | configure_fit: strategy sampled 4 clients (out of 100)
dv - | INFO flwr 2024-11-09 14:20:11,466 | server.py:240 | aggregate_fit: received 4 results and 0 failures
dv - | INFO flwr 2024-11-09 14:20:11,468 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
