round,accuracy,count
1,0.09191869112543381,20
2,0.1007436787307883,14
3,0.1007436787307883,14
4,0.1007436787307883,22
5,0.1007436787307883,17
6,0.1007436787307883,18
7,0.1007436787307883,14
8,0.1007436787307883,13
9,0.1007436787307883,14
10,0.1007436787307883,11
11,0.1007436787307883,19
12,0.1007436787307883,20
13,0.1007436787307883,17
14,0.11016360932077343,17
15,0.12910262766484878,21
16,0.11809618244918195,20
17,0.12107089737233515,18
18,0.14843827466534457,19
19,0.1443728309370352,15
20,0.12999504214179475,18
21,0.1626177491323748,21
22,0.12612791274169557,15
23,0.18294496777392166,19
24,0.19206742687159148,17
25,0.16360932077342588,15
26,0.20366881507188894,17
27,0.18552305404065444,16
28,0.2092216162617749,17
29,0.180466038671294,20
30,0.19256321269211701,16
31,0.17332672285572634,15
32,0.19633118492811105,15
33,0.10431333663857213,15
34,0.17649975210708974,15
35,0.13614278631631135,11
36,0.2152702032721864,13
37,0.23054040654437283,20
38,0.22964799206742686,16
39,0.20218145761031234,15
40,0.22607833415964304,14
41,0.21100644521566683,19
42,0.23063956370847793,23
43,0.25364402578086265,17
44,0.23460585027268221,15
45,0.236291522062469,19
46,0.22320277640059494,20
47,0.26712940009915714,15
48,0.18562221120475955,17
49,0.23817550818046604,16
50,0.2484878532473971,21
51,0.23371343579573625,17
52,0.25949429846306393,24
53,0.243728309370352,16
54,0.2014873574615766,17
55,0.19583539910758552,15
56,0.26574119980168565,17
57,0.2860684184432325,22
58,0.2943976202280615,15
59,0.278135845314824,22
60,0.26752602875557757,16
61,0.25939514129895885,13
62,0.25364402578086265,18
63,0.2752602875557759,13
64,0.2723847297967278,17
65,0.28349033217649977,13
66,0.2949925632126921,14
67,0.29687654933068913,19
68,0.27724343083787806,22
69,0.28061477441745164,15
70,0.2812097174020823,19
71,0.26494794248884485,16
72,0.3303916707982152,15
73,0.2871591472483887,16
74,0.30629647992067427,18
75,0.2959841348537432,15
76,0.3205751115518096,18
77,0.29697570649479427,11
78,0.30312345066931085,19
79,0.33445711452652455,25
80,0.3288051561725335,19
81,0.3224590976698066,22
82,0.33049082796232027,18
83,0.3336638572136837,20
84,0.3160138820029747,17
85,0.3189885969261279,10
86,0.3191869112543381,15
87,0.2964799206742687,15
88,0.3392166584035697,20
89,0.3415964303420922,15
90,0.32563212692117005,16
91,0.31472483886960834,14
92,0.3399107585523054,17
93,0.3673772930094199,16
94,0.278135845314824,16
95,0.35230540406544375,14
96,0.32563212692117005,19
97,0.3336638572136837,18
98,0.38116013882002975,19
99,0.36321269211700546,16
100,0.3563708477937531,17
101,0.3696579077838374,12
102,0.3715418939018344,22
103,0.3262270699058007,16
104,0.3708477937530987,16
105,0.3447694595934556,18
106,0.35607337630143776,11
107,0.39305899851264253,20
108,0.36767476450173525,13
109,0.3579573624194348,28
110,0.3821517104610808,18
111,0.38096182449181953,25
112,0.3580565195835399,18
113,0.3696579077838374,13
114,0.3764005949429846,18
115,0.3552801189885969,14
116,0.3603371343579574,16
117,0.33148239960337134,14
