dv - | INFO flwr 2024-10-13 23:51:02,150 | server_app.py:86 | file writing: True
dv - | INFO flwr 2024-10-13 23:51:02,151 | server_app.py:87 | running in fed_fuzz
dv - | INFO flwr 2024-10-13 23:51:02,151 | server_app.py:88 | min num clients 2
dv - | INFO flwr 2024-10-13 23:51:02,151 | server_app.py:89 | num server rounds 30
dv - | INFO flwr 2024-10-13 23:51:02,151 | server_app.py:90 | config num local epochs 1
dv - | INFO flwr 2024-10-13 23:51:02,152 | server_app.py:91 | advanced logging False
dv - | INFO flwr 2024-10-13 23:51:02,152 | app.py:74 | Starting Flower ServerApp, config: num_rounds=30, no round_timeout
dv - | INFO flwr 2024-10-13 23:51:02,152 | app.py:79 | 
dv - | INFO flwr 2024-10-13 23:51:02,153 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-13 23:51:02,154 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-13 23:51:02,154 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-13 23:51:02,154 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-13 23:51:02,154 | server.py:112 | 
dv - | INFO flwr 2024-10-13 23:51:02,155 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-13 23:51:02,155 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 10)
dv - | DEBUG flwr 2024-10-13 23:51:08,795 | raybackend.py:141 | Constructed ActorPool with: 6 actors
dv - | DEBUG flwr 2024-10-13 23:51:08,795 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-13 23:51:45,804 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-10-13 23:51:45,813 | server.py:178 | configure_evaluate: strategy sampled 9 clients (out of 10)
dv - | INFO flwr 2024-10-13 23:51:48,819 | server.py:192 | aggregate_evaluate: received 9 results and 0 failures
dv - | INFO flwr 2024-10-13 23:51:48,819 | fed_custom.py:236 | aggregated accuracy: 0.11706694512124377
