dv - | INFO flwr 2024-10-13 17:30:05,042 | server_app.py:96 | file writing: True
dv - | INFO flwr 2024-10-13 17:30:05,046 | server_app.py:97 | running in fed_acc
dv - | INFO flwr 2024-10-13 17:30:05,046 | server_app.py:98 | min num clients 2
dv - | INFO flwr 2024-10-13 17:30:05,047 | server_app.py:99 | num server rounds 30
dv - | INFO flwr 2024-10-13 17:30:05,047 | server_app.py:100 | config num local epochs 1
dv - | INFO flwr 2024-10-13 17:30:05,047 | server_app.py:101 | advanced logging False
dv - | INFO flwr 2024-10-13 17:30:05,048 | app.py:74 | Starting Flower ServerApp, config: num_rounds=30, no round_timeout
dv - | INFO flwr 2024-10-13 17:30:05,048 | app.py:79 | 
dv - | INFO flwr 2024-10-13 17:30:05,049 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-13 17:30:05,049 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-13 17:30:05,050 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-13 17:30:05,050 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-13 17:30:05,050 | server.py:112 | 
dv - | INFO flwr 2024-10-13 17:30:05,050 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-13 17:30:05,051 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 10)
dv - | DEBUG flwr 2024-10-13 17:30:13,641 | raybackend.py:141 | Constructed ActorPool with: 6 actors
dv - | DEBUG flwr 2024-10-13 17:30:13,642 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-13 17:30:48,637 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-10-13 17:30:48,645 | server.py:178 | configure_evaluate: strategy sampled 9 clients (out of 10)
dv - | INFO flwr 2024-10-13 17:30:50,664 | server.py:192 | aggregate_evaluate: received 9 results and 0 failures
dv - | INFO flwr 2024-10-13 17:30:50,664 | fed_custom.py:236 | aggregated accuracy: 0.11153330353151543
dv - | INFO flwr 2024-10-13 17:30:50,665 | server.py:112 | 
dv - | INFO flwr 2024-10-13 17:30:50,665 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-13 17:30:50,665 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 10)
dv - | INFO flwr 2024-10-13 17:31:03,679 | server.py:240 | aggregate_fit: received 5 results and 0 failures
dv - | INFO flwr 2024-10-13 17:31:03,684 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 10)
dv - | INFO flwr 2024-10-13 17:31:05,694 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
dv - | INFO flwr 2024-10-13 17:31:05,695 | fed_custom.py:236 | aggregated accuracy: 0.1815344176113028
dv - | INFO flwr 2024-10-13 17:31:05,695 | server.py:112 | 
