round,accuracy,count
1,0.12470402525651145,26
2,0.09067524115755626,31
3,0.14907697666318356,28
4,0.09457478005865103,28
5,0.14025316455696202,39
6,0.14201954397394137,30
7,0.15773907328294445,30
8,0.08897876643073811,17
9,0.18445364765848996,30
10,0.22052927024859664,23
11,0.21421860319448793,29
12,0.18803088803088802,24
13,0.2522314049586777,26
14,0.19400983459991059,25
15,0.2002218524681087,36
16,0.21346225362588322,26
17,0.21492204899777284,29
18,0.31116485288190243,25
19,0.1593647316538883,17
20,0.1988255033557047,24
21,0.23228933631618195,25
22,0.22619525914021696,24
23,0.2888392857142857,22
24,0.22406478981874278,25
25,0.28544776119402987,23
26,0.26222067039106145,29
27,0.27952921395544345,21
28,0.2942450495049505,29
29,0.3162279240253249,29
30,0.31852358168147643,30
31,0.21562891767655662,24
32,0.3324066719618745,24
33,0.3158326497128794,25
34,0.34582623509369675,19
35,0.29650170648464164,25
36,0.27864214992927866,28
37,0.29796761970375474,27
38,0.33109619686800895,25
39,0.3867924528301887,20
40,0.36798438262567107,19
41,0.35207907293796864,29
42,0.37037037037037035,29
43,0.34084880636604775,29
44,0.2944606413994169,22
45,0.3299044819985305,27
46,0.36024844720496896,26
47,0.3286852589641434,29
48,0.3582431989511636,33
49,0.43639240506329113,33
50,0.35053003533568905,27
51,0.2967463739709918,24
52,0.36298720618863434,34
53,0.3432203389830508,22
54,0.3449059052563271,31
55,0.36442598187311176,25
56,0.4217655301261093,23
57,0.38143254520166897,27
58,0.4084694898299433,30
59,0.42020706890396287,30
60,0.4094422970734401,37
61,0.34125822970007313,27
62,0.41772586739951906,29
63,0.36794485135717364,23
64,0.3692958597763675,33
65,0.36297786720321934,23
66,0.3548387096774194,29
67,0.41536,32
68,0.4319816873773708,31
69,0.4104882459312839,18
70,0.4401689347724073,23
71,0.40061752219220376,23
72,0.38242651657285803,32
73,0.45063769485120453,19
74,0.3436108256252141,28
75,0.3976545842217484,28
76,0.4329170669228306,32
77,0.40809327846364885,27
78,0.4011156186612576,21
79,0.387422129931771,32
80,0.4438425424340917,28
81,0.38946791003839826,21
82,0.41416100872938894,23
83,0.43601583113456466,28
84,0.32906438989683384,27
85,0.4264761188416698,27
86,0.4218407596785975,28
87,0.4490566037735849,23
88,0.4611683848797251,30
89,0.4,25
90,0.3718051118210863,24
91,0.4151662049861496,28
92,0.4318546231961518,36
93,0.39308641975308645,20
94,0.408406026962728,24
95,0.45507375949932943,24
96,0.3956582633053221,28
97,0.46089850249584025,23
98,0.4570217917675545,34
99,0.4879048790487905,28
100,0.45573665707893896,32
101,0.46494066882416396,27
102,0.38073394495412843,20
103,0.46877710320901994,23
104,0.46258278145695364,32
105,0.4694244604316547,29
106,0.44028103044496486,28
107,0.4631878067682769,38
108,0.44645340751043117,20
109,0.4091580502215657,28
110,0.4241813602015113,20
111,0.39742840444184685,17
112,0.4468482905982906,37
113,0.4898034853540971,26
114,0.4865771812080537,27
115,0.47203175748827136,28
116,0.44731182795698926,25
117,0.4542925278219396,24
118,0.4231717337715694,26
119,0.49627791563275436,27
120,0.45580210985813024,28
121,0.3944554455445545,23
122,0.44303414928981566,32
123,0.4624881291547958,23
124,0.5096267190569744,26
125,0.4634495938843765,22
126,0.43492586490939045,30
127,0.44294567991250455,27
128,0.5011820330969267,19
129,0.48588192152548587,29
130,0.43722466960352424,26
131,0.4647739221871714,29
132,0.4680373831775701,26
133,0.4269599548787366,19
134,0.48990136214185065,23
135,0.4326465927099842,26
136,0.4520378756689996,25
137,0.5188517566409597,23
138,0.4456257594167679,30
139,0.4603290676416819,27
140,0.4852374839537869,24
141,0.48274410774410775,24
142,0.4692697035430224,28
143,0.49337850323375426,31
144,0.4694885361552028,27
145,0.47501951600312253,27
146,0.40078125,25
147,0.4890483383685801,25
148,0.47754611066559743,25
149,0.505844417573559,24
150,0.49149539333805814,26
151,0.507274490785645,21
152,0.46033945271908555,30
153,0.5035480349344978,35
154,0.45396341463414636,32
155,0.4382621951219512,26
156,0.48106743598990265,29
157,0.5067796610169492,26
158,0.4368346344925479,27
159,0.49362962962962964,34
160,0.4728781110402042,32
161,0.5061564059900167,30
162,0.48759124087591244,26
163,0.43699858423784804,21
164,0.518923136948888,28
165,0.4745621351125938,25
166,0.5035377358490566,26
167,0.48523206751054854,36
168,0.5317894736842105,24
169,0.502852795739825,28
170,0.5068205666316894,20
171,0.5080645161290323,24
172,0.443908851884312,22
173,0.5067427385892116,19
174,0.4381188118811881,26
175,0.48070438366429374,25
176,0.45380333951762525,30
177,0.5125848981222533,25
178,0.48903878583473864,25
179,0.42731277533039647,26
180,0.47617354196301565,28
181,0.4535580524344569,27
182,0.47952979327117956,23
183,0.5086114101184069,37
184,0.41544117647058826,26
185,0.5244872331519465,23
186,0.5049432442328817,27
187,0.5229798738359868,34
188,0.47785744411640657,24
189,0.47735442127965494,26
190,0.4526869158878505,19
191,0.4768141592920354,25
192,0.5248477075985893,33
193,0.4831538728725252,28
194,0.5201651317878692,30
195,0.5036407766990292,33
196,0.45334685598377283,22
197,0.48455598455598453,19
198,0.5051115241635687,22
199,0.4680365296803653,24
200,0.4957374254049446,23
