dv - | INFO flwr 2024-10-16 10:30:45,326 | server_app.py:88 | file writing: True
dv - | INFO flwr 2024-10-16 10:30:45,326 | server_app.py:89 | running in fed_fuzz
dv - | INFO flwr 2024-10-16 10:30:45,327 | server_app.py:90 | min num clients 2
dv - | INFO flwr 2024-10-16 10:30:45,327 | server_app.py:91 | num server rounds 800
dv - | INFO flwr 2024-10-16 10:30:45,327 | server_app.py:92 | config num local epochs 1
dv - | INFO flwr 2024-10-16 10:30:45,327 | server_app.py:93 | advanced logging False
dv - | INFO flwr 2024-10-16 10:30:45,327 | app.py:74 | Starting Flower ServerApp, config: num_rounds=800, no round_timeout
dv - | INFO flwr 2024-10-16 10:30:45,327 | app.py:79 | 
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:92 | [INIT]
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:113 | [ROUND 1]
dv - | INFO flwr 2024-10-16 10:30:45,327 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | DEBUG flwr 2024-10-16 10:30:47,509 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-10-16 10:30:47,509 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-10-16 10:30:52,824 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:52,833 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:53,045 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:53,045 | fed_custom.py:227 | aggregated accuracy: 0.12884615384615383
dv - | INFO flwr 2024-10-16 10:30:53,045 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:30:53,045 | server.py:113 | [ROUND 2]
dv - | INFO flwr 2024-10-16 10:30:53,045 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:54,371 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:54,378 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:54,589 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:54,590 | fed_custom.py:227 | aggregated accuracy: 0.12538461538461537
dv - | INFO flwr 2024-10-16 10:30:54,590 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:30:54,590 | server.py:113 | [ROUND 3]
dv - | INFO flwr 2024-10-16 10:30:54,590 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:55,822 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:55,831 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:56,138 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:56,138 | fed_custom.py:227 | aggregated accuracy: 0.12541666666666668
dv - | INFO flwr 2024-10-16 10:30:56,138 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:30:56,138 | server.py:113 | [ROUND 4]
dv - | INFO flwr 2024-10-16 10:30:56,138 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:57,447 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:57,456 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:57,763 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:57,764 | fed_custom.py:227 | aggregated accuracy: 0.1325
dv - | INFO flwr 2024-10-16 10:30:57,764 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:30:57,764 | server.py:113 | [ROUND 5]
dv - | INFO flwr 2024-10-16 10:30:57,764 | server.py:226 | configure_fit: strategy sampled 38 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:30:59,686 | server.py:240 | aggregate_fit: received 38 results and 0 failures
dv - | INFO flwr 2024-10-16 10:30:59,698 | server.py:178 | configure_evaluate: strategy sampled 38 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:00,110 | server.py:192 | aggregate_evaluate: received 38 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:00,110 | fed_custom.py:227 | aggregated accuracy: 0.135
dv - | INFO flwr 2024-10-16 10:31:00,110 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:00,110 | server.py:113 | [ROUND 6]
dv - | INFO flwr 2024-10-16 10:31:00,110 | server.py:226 | configure_fit: strategy sampled 30 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:01,552 | server.py:240 | aggregate_fit: received 30 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:01,561 | server.py:178 | configure_evaluate: strategy sampled 30 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:01,769 | server.py:192 | aggregate_evaluate: received 30 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:01,769 | fed_custom.py:227 | aggregated accuracy: 0.13283333333333333
dv - | INFO flwr 2024-10-16 10:31:01,770 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:01,770 | server.py:113 | [ROUND 7]
dv - | INFO flwr 2024-10-16 10:31:01,770 | server.py:226 | configure_fit: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:03,098 | server.py:240 | aggregate_fit: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:03,107 | server.py:178 | configure_evaluate: strategy sampled 26 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:03,417 | server.py:192 | aggregate_evaluate: received 26 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:03,417 | fed_custom.py:227 | aggregated accuracy: 0.1428846153846154
dv - | INFO flwr 2024-10-16 10:31:03,417 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:03,417 | server.py:113 | [ROUND 8]
dv - | INFO flwr 2024-10-16 10:31:03,417 | server.py:226 | configure_fit: strategy sampled 16 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:04,343 | server.py:240 | aggregate_fit: received 16 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:04,347 | server.py:178 | configure_evaluate: strategy sampled 16 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:04,560 | server.py:192 | aggregate_evaluate: received 16 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:04,560 | fed_custom.py:227 | aggregated accuracy: 0.14
dv - | INFO flwr 2024-10-16 10:31:04,560 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:04,560 | server.py:113 | [ROUND 9]
dv - | INFO flwr 2024-10-16 10:31:04,560 | server.py:226 | configure_fit: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:05,792 | server.py:240 | aggregate_fit: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:05,798 | server.py:178 | configure_evaluate: strategy sampled 24 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:06,008 | server.py:192 | aggregate_evaluate: received 24 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:06,008 | fed_custom.py:227 | aggregated accuracy: 0.14458333333333334
dv - | INFO flwr 2024-10-16 10:31:06,008 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:06,008 | server.py:113 | [ROUND 10]
dv - | INFO flwr 2024-10-16 10:31:06,008 | server.py:226 | configure_fit: strategy sampled 18 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:07,027 | server.py:240 | aggregate_fit: received 18 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:07,033 | server.py:178 | configure_evaluate: strategy sampled 18 clients (out of 50)
dv - | INFO flwr 2024-10-16 10:31:07,239 | server.py:192 | aggregate_evaluate: received 18 results and 0 failures
dv - | INFO flwr 2024-10-16 10:31:07,239 | fed_custom.py:227 | aggregated accuracy: 0.15138888888888888
dv - | INFO flwr 2024-10-16 10:31:07,239 | server.py:112 | 
dv - | INFO flwr 2024-10-16 10:31:07,239 | server.py:113 | [ROUND 11]
