dv - | INFO flwr 2024-11-07 11:45:03,359 | server_app.py:101 | file writing: True
dv - | INFO flwr 2024-11-07 11:45:03,359 | server_app.py:102 | running in fed_avg
dv - | INFO flwr 2024-11-07 11:45:03,359 | server_app.py:103 | min num clients 2
dv - | INFO flwr 2024-11-07 11:45:03,359 | server_app.py:104 | num server rounds 200
dv - | INFO flwr 2024-11-07 11:45:03,360 | server_app.py:105 | config num local epochs 5
dv - | INFO flwr 2024-11-07 11:45:03,360 | server_app.py:106 | advanced logging False
dv - | INFO flwr 2024-11-07 11:45:03,360 | server_app.py:107 | partition: dirichlet
dv - | INFO flwr 2024-11-07 11:45:03,360 | server_app.py:108 | fraction: 2
dv - | INFO flwr 2024-11-07 11:45:03,360 | app.py:74 | Starting Flower ServerApp, config: num_rounds=200, no round_timeout
dv - | INFO flwr 2024-11-07 11:45:03,360 | app.py:79 | 
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:92 | [INIT]
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:277 | Using initial global parameters provided by strategy
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:94 | Starting evaluation of initial global parameters
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:106 | Evaluation returned no results (`None`)
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:112 | 
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:113 | [ROUND 1]
dv - | DEBUG flwr 2024-11-07 11:45:03,360 | fed_custom.py:179 | random sample
dv - | INFO flwr 2024-11-07 11:45:03,360 | fed_custom.py:200 | configure_fit: strategy returns 8 out of range 51 and round 25
dv - | INFO flwr 2024-11-07 11:45:03,360 | server.py:226 | configure_fit: strategy sampled 8 clients (out of 100)
dv - | DEBUG flwr 2024-11-07 11:45:06,565 | raybackend.py:141 | Constructed ActorPool with: 12 actors
dv - | DEBUG flwr 2024-11-07 11:45:06,565 | state_factory.py:50 | Using InMemoryState
dv - | INFO flwr 2024-11-07 11:45:11,565 | server.py:240 | aggregate_fit: received 8 results and 0 failures
dv - | WARNING flwr 2024-11-07 11:45:11,567 | federal_avg.py:121 | No fit_metrics_aggregation_fn provided
dv - | INFO flwr 2024-11-07 11:45:11,567 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-07 11:45:14,679 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-07 11:45:14,680 | fed_custom.py:294 | aggregated accuracy: 0.10110568781751171
dv - | INFO flwr 2024-11-07 11:45:14,680 | server.py:112 | 
dv - | INFO flwr 2024-11-07 11:45:14,680 | server.py:113 | [ROUND 2]
dv - | DEBUG flwr 2024-11-07 11:45:14,680 | fed_custom.py:179 | random sample
dv - | INFO flwr 2024-11-07 11:45:14,680 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 52 and round 26
dv - | INFO flwr 2024-11-07 11:45:14,680 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
dv - | INFO flwr 2024-11-07 11:45:15,587 | server.py:240 | aggregate_fit: received 9 results and 0 failures
dv - | INFO flwr 2024-11-07 11:45:15,590 | server.py:178 | configure_evaluate: strategy sampled 100 clients (out of 100)
dv - | INFO flwr 2024-11-07 11:45:16,209 | server.py:192 | aggregate_evaluate: received 100 results and 0 failures
dv - | INFO flwr 2024-11-07 11:45:16,209 | fed_custom.py:294 | aggregated accuracy: 0.10110568781751171
dv - | INFO flwr 2024-11-07 11:45:16,210 | server.py:112 | 
dv - | INFO flwr 2024-11-07 11:45:16,210 | server.py:113 | [ROUND 3]
dv - | DEBUG flwr 2024-11-07 11:45:16,210 | fed_custom.py:179 | random sample
dv - | INFO flwr 2024-11-07 11:45:16,210 | fed_custom.py:200 | configure_fit: strategy returns 9 out of range 48 and round 24
dv - | INFO flwr 2024-11-07 11:45:16,210 | server.py:226 | configure_fit: strategy sampled 9 clients (out of 100)
